Titulo,autores,link,ano,sessao
MOEDA E INFLAÇÃO: UMA ABORDAGEM CRÍTICA SOBRE O PENSAMENTO HEGEMÔNICO,LUÍS JORGE P. V. DE MENDONÇA; PAULO NAKATANI,https://www.sep.org.br/mostrar.php?url=1/1335-moeda-e-inflacao-uma-abordagem-critica-sobre-o-pensamento-hegemonico.pdf,1996,
CONTRATO E BEM PÚBLICO: UM PONTO DE VISTA LIBERAL MODERNO,MAURICIO C. COUTINHO,https://www.sep.org.br/mostrar.php?url=1/1336-contrato-e-bem-publico-um-ponto-de-vista-liberal-moderno.pdf,1996,
A EVOLUÇÃO DOS PROCESSOS DE TRABALHO E A NATUREZA DA MODERNA AUTOMAÇÃO,BENEDITO RODRIGUES DE MORAES NETO,https://www.sep.org.br/mostrar.php?url=1/1337-a-evolucao-dos-processos-de-trabalho-e-a-natureza-da-moderna-automacao.pdf,1996,
CARACTERÍSTICAS DO MOVIMENTO GERAL DO RENDIMENTO ASSALARIADO NO PROCESSO DE REPRODUÇÃO CAPITALISTA,MARCIO POCHMANN; MARCELO WEISHAUPT PRONI,https://www.sep.org.br/mostrar.php?url=1/1338-caracteristicas-do-movimento-geral-do-rendimento-assalariado-no-processo-de-reproducao-capitalista.pdf,1996,
PROGRAMAS DE RECONVERSÃO DA MÃO-DE-OBRA: O CASO DA SIDERUGIA MUNDIAL,GERMANDO MENDES DE PAULA,https://www.sep.org.br/mostrar.php?url=1/1339-programas-de-reconversao-da-mao-de-obra-o-caso-da-siderugia-mundial.pdf,1996,
DIVISÃO DO TRABALHO: UM SISTEMA NÃO LINEAR,ANITA KON,https://www.sep.org.br/mostrar.php?url=1/1340-divisao-do-trabalho-um-sistema-nao-linear.pdf,1996,
REFORMA SOCIAL NUMA SOCIEDADE GLOBALIZADA,JOÃO LUIZ FONSENCA DOS SANTOS,https://www.sep.org.br/mostrar.php?url=1/1341-reforma-social-numa-sociedade-globalizada.pdf,1996,
RENDA MINÍMA GARANTIDA: SOLUÇÃO PARA O IMPASSE DA PROTEÇÃO SOCIAL?,ROSA MARIA MARQUES,https://www.sep.org.br/mostrar.php?url=1/1342-renda-minima-garantida-solucao-para-o-impasse-da-protecao-social.pdf,1996,
O MERCADO DE TRABALHO NO PENSAMENTO ECONÔMICO: A TRADIÇÃO DA ECONÔMICA POLÍTICA E ALGUMAS QUESTÕES CONTEMPORÂNEAS,CEZÁR GUEDES,https://www.sep.org.br/mostrar.php?url=1/1343-o-mercado-de-trabalho-no-pensamento-economico-a-tradicao-da-economica-politica-e-algumas-questoes-contemporaneas.pdf,1996,
A (DES)SINGULARIZAÇÃO DO TRABALHADOR ENQUANTO PROPRIETÁRIO DE SINGULAR: O RETORNO AO INÍCIO,PAULO FRANCO,https://www.sep.org.br/mostrar.php?url=1/1344-a-dessingularizacao-do-trabalhador-enquanto-proprietario-de-singular-o-retorno-ao-inicio.pdf,1996,
SUJEITOS DO PODER ECONÔMICO NA INDÚSTRIA DE SÃO PAULO NOS ANOS 80,CARLOS ALBERTO BELLO,https://www.sep.org.br/mostrar.php?url=1/1345-sujeitos-do-poder-economico-na-industria-de-sao-paulo-nos-anos-80.pdf,1996,
A CENTRALIZAÇÃO DE CAPITAIS NA ECONOMIA PAULISTA DURANTE A DÉCADA DE 80,ALEXANDRE COMIN,https://www.sep.org.br/mostrar.php?url=1/1346-a-centralizacao-de-capitais-na-economia-paulista-durante-a-decada-de-80.pdf,1996,
CRISE ECONÔMICA E TRANSIÇÃO POLÍTICA NO BRASIL (1974/1984),JOÃO ILDEBRANDO BOCCHI,https://www.sep.org.br/mostrar.php?url=1/1347-crise-economica-e-transicao-politica-no-brasil-19741984.pdf,1996,
A ORGANIZAÇÃO MUNDIAL DE COMÉRCIO E AS QUESTÕES AMBIENTAIS,LUCIANA TOGEIRO DE ALMEIDA,https://www.sep.org.br/mostrar.php?url=1/1348-a-organizacao-mundial-de-comercio-e-as-questoes-ambientais.pdf,1996,
THE THEORY OF INTERNATIONAL TRADE: BACK TO BASICS,REINALDO GONÇALVES,https://www.sep.org.br/mostrar.php?url=1/1349-the-theory-of-international-trade-back-to-basics.pdf,1996,
A NOVA ECONOMIA POLÍTICA E A MUDANÇA DE ESTRATÉGIA DE DESENVOLVIMENTO: O COMPORTAMENTO DOS AGENTES POLÍTICOS,ARTHUR BARRIONUEVO FILHO,https://www.sep.org.br/mostrar.php?url=1/1350-a-nova-economia-politica-e-a-mudanca-de-estrategia-de-desenvolvimento-o-comportamento-dos-agentes-politicos.pdf,1996,
DESENVOLVIMENTO: UMA IDÉIA SUBDESENVOLVIDA,ARMANDO DE MELO LISBOA,https://www.sep.org.br/mostrar.php?url=1/1351-desenvolvimento-uma-ideia-subdesenvolvida.pdf,1996,
ECONOMIA DESREGRADA,JOSÉ RUBENS D. GARLIPP,https://www.sep.org.br/mostrar.php?url=1/1352-economia-desregrada.pdf,1996,
ECONOMIA POLÍTICA MARXISTA: UM BALANÇO,THEOTÔNIO DOS SANTOS,https://www.sep.org.br/mostrar.php?url=1/1353-economia-politica-marxista-um-balanco.pdf,1996,
ESPECULAÇÃO E INSTABILIDADE NA GLOBALIZAÇÃO FINANCEIRA,OTAVIANO CANUTO; MARIANO FRANCISCO LAPIANE,https://www.sep.org.br/mostrar.php?url=1/1354-especulacao-e-instabilidade-na-globalizacao-financeira.pdf,1996,
CAPITALISMO CONTEPORÂNEO E A CRISE DO SISTEMA DE INOVAÇÃO,CARLOS EDUARDO ROSA MARTINS,https://www.sep.org.br/mostrar.php?url=1/1355-capitalismo-conteporaneo-e-a-crise-do-sistema-de-inovacao.pdf,1996,
A DIALÉTICA ANALÍTICA DE JON ELSTER,LUIS FERNANDO,https://www.sep.org.br/mostrar.php?url=1/1356-a-dialetica-analitica-de-jon-elster.pdf,1996,
UMA CRÍTICA A APLICAÇÃO DA METODOLOGIA MARGINALISTA: O CASO DA CRIMINALIDADE E A CONDIÇÃO ECONÔMICA,ALEXANDRE LYRA MARTINS,https://www.sep.org.br/mostrar.php?url=1/1357-uma-critica-a-aplicacao-da-metodologia-marginalista-o-caso-da-criminalidade-e-a-condicao-economica.pdf,1996,
O TODO E AS PARTES: UM INTRODUÇÃO AO MÉTODO DA ECONOMIA POLÍTICA,GENTIL CORAZZA,https://www.sep.org.br/mostrar.php?url=1/1358-o-todo-e-as-partes-um-introducao-ao-metodo-da-economia-politica.pdf,1996,
ONTOLOGIA E CRÍTICA: O MÉTODO DE MARX,ANDRÉ GUIMARÃES AUGUSTO,https://www.sep.org.br/mostrar.php?url=1/1359-ontologia-e-critica-o-metodo-de-marx.pdf,1996,
KEYNES E WITTGENSTEIN: RUMO À ECONOMIA POLÍTICA DA POLÍTICA ECONÔMICA,GILSON SCHWARTZ,https://www.sep.org.br/mostrar.php?url=1/1360-keynes-e-wittgenstein-rumo-a-economia-politica-da-politica-economica.pdf,1996,
REVERSIBILIDADE E IRREVERSIBILIDADE NOS PROCESSOS DISTRIBUTIVOS,FERNANDO PEDRÃO,https://www.sep.org.br/mostrar.php?url=1/1361-reversibilidade-e-irreversibilidade-nos-processos-distributivos.pdf,1996,
O CARÁTER MONÓLOGICO DA RACIONALIDADE CLÁSSICA,ELEUTÉRIO F. S. PRADO,https://www.sep.org.br/mostrar.php?url=1/1362-o-carater-monologico-da-racionalidade-classica.pdf,1996,
A RETÓRICA E PROCURA DA VERDADE EM ECONOMIA,RAMÓN GARCIA FERNÁNDES,https://www.sep.org.br/mostrar.php?url=1/1363-a-retorica-e-procura-da-verdade-em-economia.pdf,1996,
UM CRITÉRIO DE DEMARCAÇÃO PARA A ABORDAGEM DA ECONOMIA POLÍTICA,NEWTON PAULO BUENO,https://www.sep.org.br/mostrar.php?url=1/1364-um-criterio-de-demarcacao-para-a-abordagem-da-economia-politica.pdf,1996,
PAIXÃO E RAZÃO NA ECONOMIA POLÍTICA,ALEXANDRE QUEIROZ GUIMARÃES,https://www.sep.org.br/mostrar.php?url=1/1365-paixao-e-razao-na-economia-politica.pdf,1996,
COMENTÁRIOS CRÍTICOS SOBRE O PROCESSO DA MATEMATIZAÇÃO DA ECONOMIA,ANA MARIA BIANCHI,https://www.sep.org.br/mostrar.php?url=1/1366-comentarios-criticos-sobre-o-processo-da-matematizacao-da-economia.pdf,1996,
CONHECIMENTO E ECONOMIA POLÍTICA,SILVIA POSSAS,https://www.sep.org.br/mostrar.php?url=1/1367-conhecimento-e-economia-politica.pdf,1996,
CONTROLE DOS PRECOS INDUSTRIAIS NO MILAGRE BRASILEIRO,LUIZ KEHRLE,https://www.sep.org.br/mostrar.php?url=2/1197-controle-dos-precos-industriais-no-milagre-brasileiro.pdf,1997,
"ESCRITURAS DE VENDA DE ESCRAVOS (GUARATINGUETÁ, 1872-41878-9)",JOSÉ FLAVIO MOTTA & RENATO LEITE MARCONDES,https://www.sep.org.br/mostrar.php?url=2/1198-escrituras-de-venda-de-escravos-guaratingueta-1872-41878-9.pdf,1997,
A RESTRIÇÃO DE IMPORTAÇÃO DE MÁQUINAS TÊXTEIS (1931-1937) E A ESTRUTURA DA INDÚSTRIA,AIRTON BRAZIL POLLINI JÚNIOR,https://www.sep.org.br/mostrar.php?url=2/1199-a-restricao-de-importacao-de-maquinas-texteis-1931-1937-e-a-estrutura-da-industria.pdf,1997,
DIMENSÃO HISTÓRICA DO PENSAMENTO ECONÔMICO,GILVAL MOSCA FROELICH,https://www.sep.org.br/mostrar.php?url=2/1200-dimensao-historica-do-pensamento-economico.pdf,1997,
ECONOMIA SUBJETIVA E COORDENAÇÃO: F.A. HAYER CONTRA A VISÃO HERMENÊUTICA,RICARDO LUIS CHAVES FEIJO,https://www.sep.org.br/mostrar.php?url=2/1201-economia-subjetiva-e-coordenacao-fa-hayer-contra-a-visao-hermeneutica.pdf,1997,
AS DUAS FACES DE A. MARSHALL,MAURA LUCIA MONTELLA CARVALHO,https://www.sep.org.br/mostrar.php?url=2/1202-as-duas-faces-de-a-marshall.pdf,1997,
A ECONOMIA POLÍTICA DE LIST E O PENSAMENTO ECONÔMICO DE CELSO FURTADO,JOSÉ ADALBERTO MOURÃO DANTAS,https://www.sep.org.br/mostrar.php?url=2/1203-a-economia-politica-de-list-e-o-pensamento-economico-de-celso-furtado.pdf,1997,
O PENSAMENTO DE RAÚL PREBISCH,JOAQUIM MIGUEL COUTO,https://www.sep.org.br/mostrar.php?url=2/1204-o-pensamento-de-raul-prebisch.pdf,1997,
A ECONOMIA DA CONCORRÊNCIA IMPERFEITA DE JOAN ROBINSON: UMA INTERPRETAÇÃO,CLAUDIA HELLER,https://www.sep.org.br/mostrar.php?url=2/1205-a-economia-da-concorrencia-imperfeita-de-joan-robinson-uma-interpretacao.pdf,1997,
O PENSAMENTO DA NOVA ESQUERDA NO BRASIL - 1960 - 1980,GUIDO MANTEIGA,https://www.sep.org.br/mostrar.php?url=2/1206-o-pensamento-da-nova-esquerda-no-brasil-1960-1980.pdf,1997,
"O ESTADO DE BEM-ESTAR, NEO-MERCANTILISMO E A DOUTRINA DE KEYNES",FRANCISCO ANUATTI,https://www.sep.org.br/mostrar.php?url=2/1207-o-estado-de-bem-estar-neo-mercantilismo-e-a-doutrina-de-keynes.pdf,1997,
KEYNES A TEORIA GERAL E A REVOLUÇÃO DA TEORIA ECONÔMICA,FERNANDO FERRARI FILHO,https://www.sep.org.br/mostrar.php?url=2/1208-keynes-a-teoria-geral-e-a-revolucao-da-teoria-economica.pdf,1997,
AS ORIGENS DO PENSAMENTO CEPALINO E A INFLUÊNCIA DE KEYNES,PEDRO CESAR DUTRA FONSECA,https://www.sep.org.br/mostrar.php?url=2/1209-as-origens-do-pensamento-cepalino-e-a-influencia-de-keynes.pdf,1997,
A CATEGORIA DE CRISE ECONÔMICA NA EVOLUÇÃO DO PENSAMENTO DO JOVEM MARX,PAULO HENRRIQUE FURTADO DE ARAUJO,https://www.sep.org.br/mostrar.php?url=2/1210-a-categoria-de-crise-economica-na-evolucao-do-pensamento-do-jovem-marx.pdf,1997,
A AGRICULTURA NA PRÉ-HISTÓRIA DA ECONOMIA OS FISIOCRATAS,CESAR ROBERTO LEITE DA SILVA,https://www.sep.org.br/mostrar.php?url=2/1211-a-agricultura-na-pre-historia-da-economia-os-fisiocratas.pdf,1997,
A ECONOMIA POLÍTICA COMO UMA CIÊNCIA AUTÔNOMA,LAURA VALLADÃO DE MATTOS,https://www.sep.org.br/mostrar.php?url=2/1212-a-economia-politica-como-uma-ciencia-autonoma.pdf,1997,
DIVIDA E DÉFICIT: O EQUIPAMENTO DO FINANCIAMENTO PÚBLICO BRASILEIRO,SELVA R. BEJARANO - ADRIANO H.R. BIAVA,https://www.sep.org.br/mostrar.php?url=2/1213-divida-e-deficit-o-equipamento-do-financiamento-publico-brasileiro.pdf,1997,
A REESTRUTURAÇÃO DE PARADOXOS DA POLITICA MACROECONOMIA BRASILEIRA NO PERIODO DO REAL,NIEMEYER ALMEIDA FILHO,https://www.sep.org.br/mostrar.php?url=2/1214-a-reestruturacao-de-paradoxos-da-politica-macroeconomia-brasileira-no-periodo-do-real.pdf,1997,
A ATUAÇÃO POLITICIA EMPRESARIAL FRENTE À ABERTURA COMERCIAL,ARTHUR BARRIONUEVO FILHO,https://www.sep.org.br/mostrar.php?url=2/1215-a-atuacao-politicia-empresarial-frente-a-abertura-comercial.pdf,1997,
"GLOBALIZAÇÃO FINANCEIRA, ESTABILIZAÇÃO E FINANÇAS PÚBLICAS NA ECONOMIA BRASILEIRA",DAVID FERREIRA CARVALHO,https://www.sep.org.br/mostrar.php?url=2/1216-globalizacao-financeira-estabilizacao-e-financas-publicas-na-economia-brasileira.pdf,1997,
ENCARGOS SOCIAIS E DEMANDA POR TRABALHO NO SETOR FORMAL DA ECONOMIA,REYNALDO FERNANDES,https://www.sep.org.br/mostrar.php?url=2/1217-encargos-sociais-e-demanda-por-trabalho-no-setor-formal-da-economia.pdf,1997,
A REESTRUTURAÇÃO PRODUTIVA E EMPREGABILIDADE: A (RE) QUALIFICAÇÃO PROFISSIONAL COMO PANACÉIA,REMI CASTIONI,https://www.sep.org.br/mostrar.php?url=2/1218-a-reestruturacao-produtiva-e-empregabilidade-a-re-qualificacao-profissional-como-panaceia.pdf,1997,
O TRABALHO NO IMAGINARIO DO CAPITALISTA DA CHAMADA 3 ª REVOLUÇÃO INDUSTRIAL: UMA NOTA,MARIA DE FÁTIMA GARCIA/ SYLVIA MARIA GOMES FARIA,https://www.sep.org.br/mostrar.php?url=2/1219-o-trabalho-no-imaginario-do-capitalista-da-chamada-3-a-revolucao-industrial-uma-nota.pdf,1997,
CONSIDERAÇÃO SOBRE A DETERMINAÇÃO DO NÍVEL DE EMPREGO EM UM CONTEXTO DE REESTRUTURAÇÃO PRODUTIVA E GLOBALIZAÇÃO FINANCEIRA,RENAUT MICHEL; ROSANA RIBEIRO,https://www.sep.org.br/mostrar.php?url=2/1220-consideracao-sobre-a-determinacao-do-nivel-de-emprego-em-um-contexto-de-reestruturacao-produtiva-e-globalizacao-financeira.pdf,1997,
CONSIDERAÇÃOES SOBRE AS REALIDADES TEÓRICA E EMPÍRICA DAS REMUNERAÇÕES DO TRABALHO NAS EMPRESSAS PÚBLICAS,LÚCIA MARIA GÓES MOUTINHO,https://www.sep.org.br/mostrar.php?url=2/1221-consideracaoes-sobre-as-realidades-teorica-e-empirica-das-remuneracoes-do-trabalho-nas-empressas-publicas.pdf,1997,
REDUÇÃO DA JORNADA DE TRABALHO NA SIDERURGIA ALEMÃ,"GERMANO MENDES DE PAULA, HUMBERTO E. DE PAULA; WALBER C. DA COSTA",https://www.sep.org.br/mostrar.php?url=2/1222-reducao-da-jornada-de-trabalho-na-siderurgia-alema.pdf,1997,
NOTAS PARA UMA HISTÓRIA ECONÔMICA DA RIGIDEZ E DA FLEXIBILIDADE NA PRODUÇÃO EM MASSA,BENEDITO RODRIGUES DE MORAES NETO; ENÉAS G. CARVALHO,https://www.sep.org.br/mostrar.php?url=2/1223-notas-para-uma-historia-economica-da-rigidez-e-da-flexibilidade-na-producao-em-massa.pdf,1997,
"POLÍTICA ECONÔMICA,MERCADO E RELAÇÕES DE TRABALHO, BRASIL E MÉXICO",CLÁDIO SALVADORI DEDECCA,https://www.sep.org.br/mostrar.php?url=2/1224-politica-economicamercado-e-relacoes-de-trabalho-brasil-e-mexico.pdf,1997,
TRANSFORMAÇÕES OCUPACIONAIS NA NOVA ECONOMIA DE SERVIÇOS,ANITA KON,https://www.sep.org.br/mostrar.php?url=2/1225-transformacoes-ocupacionais-na-nova-economia-de-servicos.pdf,1997,
O COMPORTAMENTO DO EMPREGO URBANO REGULAR E REGULAMENTADO NO PERÍDO RECENTE NO BRASIL : CONSIDERAÇÕES GERAIS,MÁRCIO POCHMAN,https://www.sep.org.br/mostrar.php?url=2/1226-o-comportamento-do-emprego-urbano-regular-e-regulamentado-no-perido-recente-no-brasil-consideracoes-gerais.pdf,1997,
SOBRE A OPOSIÇÃO ENTRE O RURAL E O URBANO EM MARX E SUA ATUALIDADE,JOSÉ H. ROTTA,https://www.sep.org.br/mostrar.php?url=2/1227-sobre-a-oposicao-entre-o-rural-e-o-urbano-em-marx-e-sua-atualidade.pdf,1997,
"O PAPEL DO MERCADO NA ECONOMIA SOCIALISTA: A LEITURA DE NOVE, MANDEL E ELSON",ROSA MARIA MARQUES,https://www.sep.org.br/mostrar.php?url=2/1228-o-papel-do-mercado-na-economia-socialista-a-leitura-de-nove-mandel-e-elson.pdf,1997,
